ID,OPTYPE,N_RETURNEES,N_FX_STAFF,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB
2018_67,NRO,11,1,35,34,1,3,NA,1,247277.37
2018_68,JRO,135,NA,39,38,1,2,NA,1,166853.29
2018_69,JRO,19,2,54,51,3,3,NA,2,386139.9
2018_7,NRO,18,NA,61,60,1,2,NA,NA,60398
2018_70,CRO,29,2,NA,NA,NA,NA,NA,1,31726.54
2018_71,NRO,31,NA,83,83,NA,2,NA,NA,48429.5
2018_72,NRO,34,NA,77,77,NA,2,NA,NA,51005
2018_73,JRO,3,NA,12,11,1,NA,NA,1,115107.54
2018_74,JRO,97,NA,43,42,1,4,NA,2,119599.52
2018_75,CRO,52,1,46,42,4,1,NA,1,119745.8
2018_76,CRO,38,1,38,33,1,2,2,1,49368.63
2018_77,JRO,12,1,32,30,2,3,NA,1,98903.72
2018_78,NRO,36,NA,62,61,1,2,NA,2,157139.84
2018_79,JRO,10,1,41,40,1,1,NA,1,153550.02
2018_8,JRO,14,NA,30,29,1,3,NA,1,57575.56
2018_80,CRO,31,1,36,28,1,2,5,2,47974.43
2018_81,JRO,16,NA,40,38,2,3,NA,2,64646.7
2018_82,JRO,50,NA,57,56,1,2,NA,1,144881
2018_83,NRO,5,NA,16,15,1,2,NA,1,114549.09
2018_84,CRO,57,1,18,17,1,NA,2,2,43893.13
2018_85,CRO,54,1,33,32,1,NA,NA,1,145872.78
2018_86,CRO,29,1,34,29,1,2,2,1,45273.58
2018_87,JRO,55,NA,55,54,1,2,NA,1,116608.52
2018_88,NRO,27,NA,67,66,1,2,NA,NA,59085
2018_89,JRO,27,1,79,73,3,2,1,4,441358.99
2018_9,JRO,22,1,75,67,2,4,2,2,231274.28
2018_90,JRO,10,1,35,33,2,NA,NA,1,187267.25
2018_91,NRO,6,1,23,19,1,2,1,NA,165189.6
2018_92,NRO,31,NA,41,40,1,2,NA,NA,306302.56
2018_93,CRO,30,2,35,29,1,2,3,1,46602.52
2018_94,NRO,22,NA,67,66,1,2,NA,NA,89585.95
2018_95,CRO,27,NA,24,23,1,NA,NA,1,40162.65
2018_96,NRO,40,NA,86,86,NA,2,NA,NA,41105.99
2018_97,NRO,40,NA,91,91,NA,2,NA,NA,52722
2018_98,NRO,13,NA,20,19,1,1,NA,NA,39647.15
2018_99,NRO,107,1,36,35,1,2,NA,NA,169771.62
RO-00853,JRO,50,1,128,102,5,NA,1,2,529419.79
RO-00855,JRO,43,1,108,102,3,NA,1,2,544484.04
RO-00857,JRO,45,1,137,128,6,NA,NA,3,601232.76
RO-00858,JRO,58,2,146,140,4,NA,NA,2,507930.30000000005
RO-00859,JRO,33,1,102,94,5,NA,1,2,392763.36
RO-00860,JRO,25,NA,62,59,2,NA,NA,1,122482.7
RO-00868,JRO,35,NA,111,110,1,NA,NA,NA,473072.07
RO-00869,JRO,38,2,94,93,1,NA,NA,NA,447029.74
RO-00870,JRO,21,NA,76,75,1,NA,NA,NA,442426.1
RO-00871,NRO,16,NA,38,36,1,NA,NA,1,58797.1
RO-00874,JRO,21,2,60,56,2,NA,NA,2,176343.82
RO-00875,JRO,7,2,34,31,2,NA,NA,1,99856.72
RO-00879,JRO,27,1,81,80,1,NA,NA,NA,275038.15
RO-00882,CRO,61,1,39,37,2,NA,NA,NA,124714.2
RO-00883,CRO,78,1,40,38,1,NA,1,NA,110655.11
RO-00884,CRO,78,2,39,37,2,NA,NA,NA,109112
RO-00885,CRO,34,1,33,27,3,NA,2,NA,35990.48
RO-00886,JRO,18,NA,72,71,1,NA,NA,NA,91894.27
RO-00887,CRO,65,1,45,44,1,NA,NA,NA,135886.59
RO-00888,JRO,66,NA,41,40,1,NA,NA,NA,82944.6
RO-00889,NRO,120,NA,49,45,1,NA,1,2,167861.5
RO-00891,NRO,40,NA,42,40,1,NA,NA,NA,89576.4
RO-00892,JRO,32,NA,39,38,1,NA,NA,NA,73790.38
RO-00894,JRO,14,2,55,52,2,NA,NA,1,174549.13
RO-00896,JRO,2,NA,14,13,1,NA,NA,NA,179306.11
RO-00898,JRO,2,1,18,13,3,NA,NA,2,1361.27
RO-00901,JRO,27,1,46,46,NA,NA,NA,NA,268825.18
RO-00902,CRO,33,1,37,32,2,NA,3,NA,43406.229999999996
RO-00904,CRO,24,1,40,35,2,NA,3,NA,41629.53
RO-00905,CRO,27,1,40,35,2,NA,3,NA,43704.51
RO-00907,JRO,15,NA,58,57,1,NA,NA,NA,275361.83
RO-00910,NRO,55,NA,47,45,1,NA,NA,NA,76957.02
RO-00914,JRO,8,1,31,28,2,NA,NA,1,302343.43000000005
RO-00915,JRO,7,2,26,21,2,NA,NA,3,38350.29
RO-00916,JRO,19,1,57,53,2,NA,NA,2,48167.39
RO-00918,NRO,17,NA,66,64,1,NA,NA,NA,95161.14
RO-00920,JRO,81,NA,48,47,1,NA,NA,NA,88528.2
RO-00923,NRO,32,NA,77,76,1,NA,NA,NA,60600
RO-00925,NRO,32,NA,79,77,NA,NA,NA,2,43430
RO-00926,NRO,78,NA,45,44,NA,NA,NA,NA,195123.33
RO-00927,JRO,20,NA,67,66,1,NA,NA,NA,195123.33
RO-00928,CRO,33,1,40,35,2,NA,3,NA,43712.49
RO-00929,CRO,26,1,40,35,2,NA,3,NA,42325.71
RO-00930,CRO,26,NA,37,32,2,NA,3,NA,42404.1
RO-00931,NRO,39,1,71,68,1,NA,NA,2,199379.39
RO-00932,CRO,34,1,39,33,2,NA,4,NA,44175.799999999996
RO-00933,JRO,70,1,108,104,2,NA,NA,2,433189.57
RO-00934,NRO,16,NA,41,40,1,NA,NA,NA,39895
RO-00935,JRO,62,NA,35,34,1,NA,NA,NA,100980.56
RO-00936,NRO,56,NA,41,38,2,NA,NA,NA,83487.54
RO-00937,NRO,34,NA,86,85,1,NA,NA,NA,125822.21
RO-00939,JRO,30,1,80,79,1,NA,NA,NA,277071.17
RO-00941,NRO,22,NA,74,72,2,NA,NA,NA,53530
RO-00942,JRO,4,NA,18,17,1,NA,NA,NA,52064.03
RO-00943,NRO,4,NA,12,10,1,NA,NA,1,80844.95
RO-00944,NRO,9,NA,54,53,1,NA,NA,NA,39379.9
RO-00945,JRO,56,1,72,71,1,NA,NA,NA,70687.21
RO-00946,JRO,85,NA,43,42,1,NA,NA,NA,100825.91
RO-00947,CRO,37,1,23,22,1,NA,NA,NA,40282.1
RO-00949,CRO,49,1,26,24,1,NA,1,NA,39115
RO-00950,CRO,60,1,25,24,1,NA,NA,NA,40422.31
RO-00951,NRO,16,NA,53,52,1,NA,NA,NA,37269
RO-00952,JRO,101,NA,42,41,1,NA,NA,NA,102025.6
RO-00953,JRO,147,NA,45,43,1,NA,NA,1,171205.28
RO-00954,CRO,31,1,40,35,2,NA,3,NA,44315.049999999996
RO-00955,CRO,27,1,40,35,2,NA,3,NA,43906.76
RO-00956,CRO,26,2,36,34,2,NA,NA,NA,41150.75
RO-00957,NRO,15,NA,52,50,1,NA,NA,NA,191297.61
RO-00958,CRO,35,2,37,32,2,NA,3,NA,42831.7
RO-00959,JRO,5,2,29,28,1,NA,NA,NA,70146.81
RO-00960,JRO,3,1,17,16,1,NA,NA,NA,50419.79
RO-00961,JRO,21,NA,72,71,1,NA,NA,NA,98101.69
RO-00962,NRO,15,NA,46,45,1,NA,NA,NA,39390
RO-00963,NRO,35,NA,52,50,1,NA,NA,NA,58716.75
