ROID,MSISO,MSNAME,N_ESC,N_ESC_LEAD,N_ESC_POOL,N_OBS,UNIQUE_ID,N_MONITORS,N_MONITORS_POOL
RO-01557,ITA,Italy,96,2,0,0,RO-01557ITA,0,NA
RO-01558,DEU,Germany,60,1,0,0,RO-01558DEU,0,NA
RO-01558,ISL,Iceland,8,1,0,0,RO-01558ISL,1,NA
RO-01559,ITA,Italy,0,97,0,0,RO-01559ITA,0,NA
RO-01560,ITA,Italy,90,1,0,0,RO-01560ITA,0,NA
RO-01561,DEU,Germany,31,1,0,0,RO-01561DEU,0,NA
RO-01561,ROU,Romania,2,1,0,0,RO-01561ROU,0,NA
RO-01562,DEU,Germany,92,1,0,0,RO-01562DEU,0,1
RO-01563,DEU,Germany,53,1,0,0,RO-01563DEU,0,NA
RO-01564,ITA,Italy,95,2,0,0,RO-01564ITA,0,NA
RO-01565,ITA,Italy,89,3,0,0,RO-01565ITA,0,NA
RO-01566,FIN,Finland,11,1,0,0,RO-01566FIN,1,NA
RO-01568,ITA,Italy,106,2,0,0,RO-01568ITA,0,NA
RO-01570,DEU,Germany,42,1,0,0,RO-01570DEU,0,NA
RO-01570,ITA,Italy,12,2,0,0,RO-01570ITA,0,NA
RO-01571,ITA,Italy,91,2,0,0,RO-01571ITA,0,NA
RO-01572,ITA,Italy,83,2,0,0,RO-01572ITA,0,NA
RO-01573,CZE,Czech Republic,24,1,0,0,RO-01573CZE,0,NA
RO-01573,NLD,Netherlands,4,1,0,0,RO-01573NLD,0,NA
RO-01573,POL,Poland,42,3,0,0,RO-01573POL,1,NA
RO-01574,DEU,Germany,75,1,0,0,RO-01574DEU,0,NA
RO-01575,BGR,Bulgaria,2,1,0,0,RO-01575BGR,0,NA
RO-01575,DEU,Germany,74,1,0,0,RO-01575DEU,0,NA
RO-01576,ITA,Italy,95,3,0,0,RO-01576ITA,0,NA
RO-01577,ESP,Spain,44,1,0,0,RO-01577ESP,0,NA
RO-01578,ITA,Italy,100,2,0,0,RO-01578ITA,0,NA
RO-01580,FRA,France,47,1,0,3,RO-01580FRA,0,NA
RO-01582,BEL,Belgium,0,0,0,0,RO-01582BEL,0,NA
RO-01582,FRA,France,47,1,0,5,RO-01582FRA,0,NA
RO-01582,NLD,Netherlands,0,0,0,0,RO-01582NLD,0,NA
RO-01583,DEU,Germany,89,1,0,0,RO-01583DEU,0,NA
RO-01584,DEU,Germany,66,1,0,0,RO-01584DEU,0,NA
RO-01585,DEU,Germany,19,2,0,0,RO-01585DEU,0,NA
RO-01585,ITA,Italy,0,0,0,0,RO-01585ITA,0,NA
RO-01586,DEU,Germany,66,1,0,0,RO-01586DEU,0,NA
RO-01587,FRA,France,48,1,0,3,RO-01587FRA,0,NA
RO-01588,FRA,France,48,1,0,3,RO-01588FRA,0,NA
RO-01589,FRA,France,48,1,0,3,RO-01589FRA,0,NA
RO-01590,DEU,Germany,48,1,0,0,RO-01590DEU,0,1
RO-01591,AUT,Austria,42,1,0,0,RO-01591AUT,1,NA
RO-01591,DEU,Germany,89,1,0,0,RO-01591DEU,0,NA
RO-01591,POL,Poland,3,1,0,0,RO-01591POL,0,NA
RO-01591,SVK,Slovakia,5,1,0,0,RO-01591SVK,1,NA
RO-01592,AUT,Austria,23,1,0,0,RO-01592AUT,1,NA
RO-01592,BGR,Bulgaria,2,1,0,0,RO-01592BGR,0,NA
RO-01592,SWE,Sweden,0,0,0,0,RO-01592SWE,0,NA
RO-01593,ESP,Spain,63,1,0,0,RO-01593ESP,2,NA
RO-01594,DEU,Germany,52,1,0,0,RO-01594DEU,0,NA
RO-01595,DEU,Germany,87,1,0,0,RO-01595DEU,0,NA
RO-01596,DEU,Germany,12,1,0,0,RO-01596DEU,0,NA
RO-01597,DEU,Germany,106,1,0,0,RO-01597DEU,0,NA
RO-01598,ITA,Italy,105,1,0,0,RO-01598ITA,0,NA
RO-01599,NLD,Netherlands,38,1,0,0,RO-01599NLD,2,NA
RO-01600,DEU,Germany,37,1,0,0,RO-01600DEU,0,NA
RO-01601,ESP,Spain,124,1,0,0,RO-01601ESP,2,NA
RO-01602,ITA,Italy,94,1,0,0,RO-01602ITA,0,NA
RO-01603,ROU,Romania,47,1,0,0,RO-01603ROU,1,NA
RO-01622,ITA,Italy,95,2,0,0,RO-01622ITA,0,NA
RO-01623,ITA,Italy,102,1,0,0,RO-01623ITA,0,NA
RO-01624,FRA,France,33,1,0,0,RO-01624FRA,0,NA
RO-01629,ITA,Italy,77,2,0,0,RO-01629ITA,1,NA
RO-01630,ITA,Italy,79,2,0,0,RO-01630ITA,0,NA
RO-01631,ITA,Italy,68,2,0,0,RO-01631ITA,0,NA
RO-01633,ITA,Italy,48,2,0,0,RO-01633ITA,0,NA
RO-01634,ITA,Italy,56,2,0,0,RO-01634ITA,0,NA
