RO-ID,Date,MS/SAC,TOTAL PAID
RO-01857,11/08/2021,DEU,"€                                                    6 9,159.22"
RO-01916,12/08/2021,ITA,"€                                                    6 4,640.00"
RO-01858,12/08/2021,DEU,"€                                                  1 07,083.50"
RO-01858,12/08/2021,ITA,"€                                                    2 1,210.00"
RO-01853,13/08/2021,DEU,"€                                                    9 9,525.14"
RO-01918,16/08/2021,ITA,"€                                                    4 1,915.00"
RO-01869,17/08/2021,FRA,"€                                                    6 1,020.21"
RO-01871,19/08/2021,AUT,"€                                                      4,327.85"
RO-01919,19/08/2021,ITA,"€                                                    5 0,368.70"
RO-01921,23/08/2021,ITA,"€                                                    4 3,935.00"
RO-01860,23/08/2021,DEU,"€                                                  3 68,343.32"
RO-01862,24/08/2021,DEU,"€                                                  3 74,949.34"
RO-01862,24/08/2021,AUT,"€                                                    1 1,897.80"
RO-01937,26/08/2021,ITA,"€                                                    4 0,854.50"
RO-01861,27/08/2021,DEU,"€                                                    8 8,510.51"
RO-01940,30/08/2021,ITA,"€                                                    6 1,509.00"
RO-01870,31/08/2021,FRA,"€                                                    4 6,642.43"
RO-01870,31/08/2021,BEL,€                                                         155.26
RO-01938,31/08/2021,ITA,"€                                                    5 6,459.00"
RO-01917,31/08/2021,DEU,"€                                                  1 00,512.63"
RO-01879,01/09/2021,AUT,"€                                                    1 5,550.60"
RO-01879,01/09/2021,GRC,€                                                              -
RO-01943,02/09/2021,ITA,"€                                                    6 0,499.00"
RO-01884,02/09/2021,DEU,"€                                                  2 31,676.91"
RO-01944,06/09/2021,ITA,"€                                                    5 9,489.00"
RO-01945,07/09/2021,ITA,"€                                                    7 6,760.00"
RO-01912,07/09/2021,FRA,"€                                                    4 4,422.76"
RO-01946,09/09/2021,ITA,"€                                                    7 5,548.00"
RO-01888,09/09/2021,DEU,"€                                                  1 00,918.99"
RO-01887,09/09/2021,AUT,"€                                                    1 4,402.60"
RO-01887,09/09/2021,GRC,€                                                              -
RO-01887,09/09/2021,CZE,€                                                         669.63
RO-01949,13/09/2021,ITA,"€                                                    5 6,661.00"
RO-01941,14/09/2021,DEU,"€                                                  1 07,737.27"
RO-01913,14/09/2021,FRA,"€                                                    4 2,173.68"
RO-01894,14/09/2021,DEU,"€                                                  1 64,738.97"
RO-01893,15/09/2021,DEU,"€                                                    8 3,137.71"
RO-01950,16/09/2021,ITA,"€                                                    5 0,399.00"
RO-ID,Date,MS/SAC,TOTAL PAID
RO-01892,17/09/2021,DEU,"€                                                    9 8,732.43"
RO-01952,20/09/2021,ITA,"€                                                    8 2,820.00"
RO-01914,21/09/2021,FRA,"€                                                    6 5,132.20"
RO-01899,21/09/2021,DEU,"€                                                  3 43,352.48"
RO-01899,21/09/2021,BGR,"€                                                      3,184.53"
RO-01897,21/09/2021,DEU,"€                                                  3 96,600.31"
RO-01897,21/09/2021,AUT,"€                                                    1 3,340.08"
RO-01897,21/09/2021,BGR,"€                                                      7,168.98"
RO-01897,21/09/2021,CZE,€                                                         727.20
RO-01897,21/09/2021,POL,"€                                                      4,635.66"
RO-01896,22/09/2021,ESP,"€                                                  4 21,252.19"
RO-01896,22/09/2021,HUN,"€                                                      1,921.80"
RO-01965,23/09/2021,ITA,"€                                                    5 4,843.00"
RO-01898,23/09/2021,DEU,"€                                                  1 05,333.03"
RO-01970,24/09/2021,ITA,"€                                                    4 7,167.00"
RO-01980,27/09/2021,ITA,"€                                                    6 1,478.70"
RO-01915,28/09/2021,FRA,"€                                                    4 1,949.66"
RO-01906,28/09/2021,AUT,"€                                                      3,954.15"
RO-01906,28/09/2021,DEU,"€                                                    1 6,179.41"
RO-01906,28/09/2021,BEL,€                                                         886.46
RO-01901,29/09/2021,DEU,"€                                                  1 71,105.29"
RO-01900,29/09/2021,DEU,"€                                                    8 2,428.80"
RO-01984,30/09/2021,ITA,"€                                                    5 6,459.00"
RO-01985,01/10/2021,ITA,"€                                                    6 8,377.00"
RO-01947,02/10/2021,ITA,"€                                                      2,003.81"
RO-01969,05/10/2021,FRA,"€                                                    4 3,399.31"
RO-01922,06/10/2021,ESP,"€                                                  1 38,029.63"
RO-01987,07/10/2021,ITA,"€                                                    7 0,599.00"
RO-01923,08/10/2021,DEU,"€                                                    9 3,859.36"
RO-01989,09/10/2021,ITA,"€                                                    9 1,304.00"
RO-01992,11/10/2021,ITA,"€                                                    4 0,369.70"
RO-01986,12/10/2021,AUT,"€                                                    1 2,950.22"
RO-01986,12/10/2021,NOR,"€                                                    3 8,555.69"
RO-01968,12/10/2021,FRA,"€                                                    4 2,143.38"
RO-01968,12/10/2021,BEL,€                                                         106.05
RO-01951,12/10/2021,DEU,"€                                                    9 1,880.76"
RO-01927,13/10/2021,DEU,"€                                                    8 8,550.20"
RO-01925,13/10/2021,DEU,"€                                                  1 16,722.98"
RO-01993,14/10/2021,ITA,"€                                                    5 2,388.70"
RO-01939,14/10/2021,FRA,"€                                                  1 19,230.08"
RO-01929,14/10/2021,DEU,"€                                                    8 5,278.75"
RO-01926,15/10/2021,DEU,"€                                                    9 5,347.70"
RO-02003,18/10/2021,ITA,"€                                                    5 7,267.00"
RO-01930,18/10/2021,DEU,"€                                                  3 46,408.56"
RO-01966,19/10/2021,FRA,"€                                                    6 2,792.65"
RO-02004,21/10/2021,ITA,"€                                                    7 4,740.00"
RO-01931,21/10/2021,DEU,"€                                                  1 10,308.06"
RO-02005,22/10/2021,ITA,"€                                                    5 4,742.00"
RO-01967,26/10/2021,FRA,"€                                                    4 5,876.43"
RO-01935,26/10/2021,DEU,"€                                                  4 86,914.19"
RO-01935,26/10/2021,AUT,"€                                                    1 1,673.05"
RO-01935,26/10/2021,ROU,"€                                                      1,916.98"
RO-01933,26/10/2021,DEU,"€                                                  1 10,113.13"
RO-02006,28/10/2021,ITA,"€                                                    5 0,096.00"
RO-02011,01/11/2021,ITA,"€                                                    4 8,379.00"
RO-ID,Date,MS/SAC,TOTAL PAID
RO-01998,03/11/2021,FRA,"€                                                    4 6,464.90"
RO-01953,04/11/2021,DEU,"€                                                  1 01,348.31"
RO-01953,04/11/2021,ITA,"€                                                    4 4,100.64"
RO-02012,04/11/2021,ITA,"€                                                    6 2,014.00"
RO-01974,04/11/2021,AUT,"€                                                      5,815.58"
RO-01981,08/11/2021,DEU,"€                                                  1 86,276.76"
RO-01981,08/11/2021,ESP,€                                                         428.24
RO-01994,09/11/2021,FRA,"€                                                    4 9,019.40"
RO-01994,09/11/2021,BEL,€                                                         103.50
RO-01971,10/11/2021,DEU,"€                                                    9 6,626.76"
RO-01971,10/11/2021,SWE,"€                                                    2 2,515.00"
RO-01990,10/11/2021,FRA,"€                                                  1 03,482.57"
RO-01954,11/11/2021,DEU,"€                                                  4 49,188.03"
RO-01954,11/11/2021,AUT,"€                                                    1 4,724.89"
RO-01954,11/11/2021,ROU,"€                                                      5,323.71"
RO-02013,11/11/2021,ITA,"€                                                    6 8,680.00"
RO-02022,15/11/2021,ITA,"€                                                    6 9,690.00"
RO-01995,16/11/2021,FRA,"€                                                    6 2,858.99"
RO-01983,16/11/2021,DEU,"€                                                  1 11,713.05"
RO-01957,17/11/2021,DEU,"€                                                  1 02,884.26"
RO-01957,17/11/2021,AUT,"€                                                      5,603.04"
RO-01957,17/11/2021,SWE,"€                                                    3 6,724.70"
RO-02028,18/11/2021,ITA,"€                                                    4 3,834.00"
RO-01972,18/11/2021,DEU,"€                                                  1 07,283.44"
